GeneID	Base mean	Log2(FC)	StdErr	Wald-Stats	P-value	P-Adj
gene-J2S48_RS04385	1659.69046532027	-2.21507081551822	0.321158290187254	-6.89713105094283	5.30632277659215e-12	8.97695867787556e-11
gene-J2S48_RS24120	341.823225347789	-3.23739044549685	0.473632602331645	-6.83523564374477	8.18703405331205e-12	1.37834848675326e-10
gene-J2S48_RS13620	271.231397391191	2.69036822830953	0.394607796738774	6.81782836158843	9.2426972542622e-12	1.54859615053384e-10
gene-J2S48_RS10145	1476.8407004718	2.12687005144016	0.312102020329751	6.81466287591799	9.44850718374203e-12	1.57550466676273e-10
MSTRG.2250.1	12942.8879346501	4.51646388595803	0.663211003901647	6.80999540023889	9.76018662368638e-12	1.61972620874033e-10
gene-J2S48_RS14525	871.815884930915	2.06152502816685	0.303025620038521	6.80313772777625	1.02364697504848e-11	1.69071550144262e-10
gene-J2S48_RS10190	216.815151797002	-3.04617277577582	0.44801538840701	-6.79925925448	1.05158431583756e-11	1.72866572674241e-10
gene-J2S48_RS21625	748.571623871074	-3.15376263385786	0.464119754977674	-6.79514845044587	1.08201054474741e-11	1.77033180678156e-10
MSTRG.62.1	356.397753866141	2.90329112911362	0.427404918404557	6.79283509406301	1.09951039088398e-11	1.79055780945359e-10
rna-J2S48_RS06070	67.5203245381991	5.08470069041767	0.749883326593046	6.78065575016724	1.19631628044157e-11	1.93914522666924e-10
MSTRG.2930.1	1954.57811613936	2.09903126103989	0.310419395287003	6.76192046279582	1.36174460053982e-11	2.1970740430006e-10
gene-J2S48_RS13200	4910.86850045618	2.23639457930004	0.330956624638909	6.75736459948509	1.40524259315451e-11	2.2568066530615e-10
gene-J2S48_RS21575	699.645961968811	-3.14434013352018	0.46612424799953	-6.74571242971113	1.52277958698229e-11	2.4343517709327e-10
gene-J2S48_RS09835	601.209040412977	3.6252032993654	0.538409863156158	6.73316658449469	1.66009809266939e-11	2.64175427075472e-10
gene-J2S48_RS13445	598.668140108131	-2.33240816048318	0.347463699399116	-6.71266714916324	1.91098697767017e-11	3.02717709871843e-10
gene-J2S48_RS19820	505.914382183877	2.63315487314029	0.392575550197228	6.70738376808594	1.981446704407e-11	3.12458903387257e-10
gene-J2S48_RS04230	299.955478730329	-2.79653069708258	0.4171299234106	-6.70421981289947	2.02485267787353e-11	3.1786538659411e-10
gene-J2S48_RS09385	339.876801128073	2.41914299426816	0.361576383159787	6.6905448113825	2.2234125939521e-11	3.47470533180407e-10
gene-J2S48_RS09640	2420.33834893327	-1.97947669880442	0.296236343452593	-6.68208591739249	2.35564841181101e-11	3.66492621212561e-10
gene-J2S48_RS15080	532.31629994701	3.26395357332271	0.489263025816321	6.67116336428017	2.53783524678011e-11	3.93082481556831e-10
gene-J2S48_RS10005	975.236506290708	-1.81848401902974	0.273277510011815	-6.65434934236308	2.84556064497039e-11	4.38795524235478e-10
MSTRG.2319.1	1214.96958592085	3.09558839070535	0.465445630130555	6.65080557279494	2.91493136664698e-11	4.47512590870693e-10
gene-J2S48_RS24700	584.300169143642	2.86130663237699	0.430762110197952	6.64242876668542	3.08555799635569e-11	4.71630246372788e-10
gene-J2S48_RS21120	314.577572671733	-3.07186329711556	0.463400744888192	-6.62895632128673	3.38068590169504e-11	5.14484295519965e-10
gene-J2S48_RS21165	255.058296864729	-3.06217361912361	0.463500009593458	-6.60663118822689	3.93163874450763e-11	5.95728740200396e-10
gene-J2S48_RS13410	1207.27710605554	2.17442048582072	0.329315556381056	6.60284776618529	4.03333670133739e-11	6.08492571608694e-10
gene-J2S48_RS01880	820.239200429049	2.11073260256152	0.319778477428706	6.60060870742028	4.09473003718088e-11	6.15091990498939e-10
gene-J2S48_RS20785	279.838652333476	-2.31021453430249	0.350095710729693	-6.59880845008751	4.14475406128426e-11	6.19934244788654e-10
gene-J2S48_RS07780	1232.85503301843	-1.91892161760455	0.290835726612362	-6.59795699777344	4.16862130318065e-11	6.20839540238657e-10
gene-J2S48_RS01850	337.098579617014	2.15726898448294	0.327256309954724	6.5919859109253	4.33981788844566e-11	6.43585759201409e-10
gene-J2S48_RS01385	971.775970753606	-2.63558142032041	0.400392140633645	-6.58250038612007	4.62601602978188e-11	6.83121434906349e-10
gene-J2S48_RS21685	80.7966113936274	3.57735692940077	0.543691831805564	6.57975110187072	4.71236445536437e-11	6.92936292276154e-10
gene-J2S48_RS07760	211.86577246223	2.65227527993062	0.403633505570357	6.57099879798831	4.99788630959820e-11	7.3183335247688e-10
gene-J2S48_RS12795	874.883451210749	2.67619269094551	0.408476385823432	6.55164602857193	5.69063023843681e-11	8.2978436740386e-10
gene-J2S48_RS09900	292.338195864391	2.59833377808524	0.397197545753286	6.54166624609298	6.08371543530188e-11	8.8340617883446e-10
gene-J2S48_RS05130	2923.48338838168	3.51219713638915	0.539448585326609	6.51071711359237	7.47928793904485e-11	1.08154848413159e-09
gene-J2S48_RS20900	438.985562361026	-3.17201104745424	0.487342076841726	-6.50879782023093	7.57545981445054e-11	1.09092882038678e-09
gene-J2S48_RS09280	379.501846723062	2.30957459698725	0.354916669821093	6.50737142933146	7.647715631892e-11	1.09680201552031e-09
gene-J2S48_RS04960	293.642024953061	-3.59818715087879	0.554533818941338	-6.48867035332146	8.65972046161644e-11	1.23684941839071e-09
MSTRG.2758.1	490.4470581291	2.51909943346925	0.388391056132126	6.48598723811055	8.81526281352714e-11	1.25392615939356e-09
gene-J2S48_RS08500	480.821261878936	2.48178733226478	0.382852042801194	6.48236669734451	9.02948527422299e-11	1.27917708051492e-09
gene-J2S48_RS25390	124.554799765676	-3.92551532374706	0.606012638040326	-6.4776129693286	9.31850019078473e-11	1.31477624149331e-09
gene-J2S48_RS15050	1003.54963585869	2.0111609849438	0.311628551489629	6.45371220104885	1.09142993953272e-10	1.53372312067401e-09
gene-J2S48_RS19830	1810.04338163364	1.78445032995449	0.277113963990287	6.43940963587469	1.19939096777508e-10	1.67866567176552e-09
gene-J2S48_RS13815	245.314816588928	-2.75896343100933	0.429501969543302	-6.42363394501542	1.33058954542582e-10	1.85484182632359e-09
gene-J2S48_RS17080	197.272292637079	-3.03620254497596	0.473288895161764	-6.4151146921337	1.40716882150401e-10	1.95377822427947e-09
gene-J2S48_RS07060	663.473541043399	3.34550250429135	0.521802923492858	6.4114292075965	1.44161698694963e-10	1.98856730072671e-09
gene-J2S48_RS21145	236.769503498853	-2.7819227856314	0.433915015209844	-6.41121576372747	1.44363709349744e-10	1.98856730072671e-09
MSTRG.1964.1	949.637400296496	3.41269749857602	0.532590945047777	6.40772722538472	1.47704859901917e-10	2.02658045967788e-09
gene-J2S48_RS04390	2634.39011817549	1.95007803996264	0.304634829978874	6.40136270727111	1.53996252426615e-10	2.1046154498304e-09
gene-J2S48_RS20790	190.719992840246	-2.49641677702509	0.390521926478718	-6.39251373036833	1.63180568822937e-10	2.22142297792162e-09
MSTRG.61.1	60.9339156971124	4.3668369148996	0.683557275276034	6.38839944046559	1.67631000747559e-10	2.2711490265475e-09
gene-J2S48_RS13175	1008.29588283436	1.85825801331813	0.290901040578431	6.38793869428293	1.68136714160475e-10	2.2711490265475e-09
MSTRG.1326.1	8571.11955933377	-3.75122629513505	0.588540981733138	-6.37377245011625	1.84434179512911e-10	2.48167226101349e-09
gene-J2S48_RS00245	205.390710527036	-2.96439151196634	0.466030837784589	-6.36093423786809	2.00530291986488e-10	2.68787718297274e-09
gene-J2S48_RS06730	986.331486486078	1.83295478997812	0.288513687682094	6.35309473427065	2.11025663299579e-10	2.81771814788901e-09
gene-J2S48_RS02200	541.57678510992	-2.25192394197837	0.355203163390665	-6.339819500711	2.30034502051568e-10	3.04817581615862e-09
MSTRG.1103.1	329.257920476033	2.32439327103983	0.366625750253393	6.33996185328862	2.29822058876664e-10	3.04817581615862e-09
gene-J2S48_RS13625	581.147153265974	2.23833346432625	0.354125174614972	6.32074087011721	2.60312226369663e-10	3.43631859431166e-09
MSTRG.2707.1	14594.7740637074	1.71175756638327	0.270893466356003	6.31893263949641	2.63376039604437e-10	3.46364338876024e-09
MSTRG.169.1	784.57901677626	1.96745519851773	0.31244342714073	6.29699660038471	3.03467933170877e-10	3.97588626729514e-09
MSTRG.2924.1	731.755409747797	-2.20456927942754	0.350158823109842	-6.29591240868429	3.05596909879975e-10	3.98878363644836e-09
gene-J2S48_RS19985	692.699296937005	-2.39932069657941	0.381140205178558	-6.29511309481342	3.07175817973883e-10	3.99443181208575e-09
gene-J2S48_RS12885	1659.8405225826	-2.15690289094953	0.343315966678226	-6.28255921744269	3.33044345672711e-10	4.31471949691225e-09
gene-J2S48_RS09845	294.146999202409	2.44695410886817	0.390666643325311	6.26353478259614	3.76347159679785e-10	4.85766611660760e-09
gene-J2S48_RS11490	1161.88144085226	-2.09974221766463	0.335459743185615	-6.25929715954861	3.86716367201303e-10	4.97308686234886e-09
MSTRG.1419.1	86.6727367493577	3.25860300973019	0.526385421604158	6.19052670531719	5.9963507075864e-10	7.68282434409508e-09
gene-J2S48_RS13605	7601.59883731861	1.63201427533382	0.263735242672547	6.18807808465753	6.09021609425543e-10	7.77450662581691e-09
gene-J2S48_RS15235	181.255391536024	-4.169017132568	0.673976160249552	-6.18570415164885	6.18258639936402e-10	7.86361810284073e-09
gene-J2S48_RS00835	390.750743651306	-3.6068550678286	0.584385469698684	-6.17204782604936	6.74111009442443e-10	8.54282497420696e-09
MSTRG.3223.1	153.852083460624	3.8788857745645	0.629323987534076	6.16357528300073	7.11205419766622e-10	8.98025684016913e-09
gene-J2S48_RS23465	485.870159914885	3.37020876956209	0.547397250916013	6.15678789749563	7.42351631048295e-10	9.33969470831519e-09
gene-J2S48_RS19700	267.945114040122	-2.12214926979275	0.346102545628174	-6.13156215289046	8.70203253722843e-10	1.09088429468493e-08
gene-J2S48_RS08475	814.022249713927	-1.94198418550717	0.317028854636298	-6.12557550237835	9.03564109072551e-10	1.12864549108166e-08
gene-J2S48_RS02680	293.960244999864	-2.63325254247077	0.430126384532719	-6.12204374612239	9.23826501289251e-10	1.14983405606894e-08
MSTRG.2481.1	4434.20536091862	3.58320349072986	0.585492644058641	6.11998037394809	9.35868835061913e-10	1.16067718512127e-08
gene-J2S48_RS11770	355.910902595841	-1.94014482342392	0.317396806127072	-6.1126791006434	9.79722547866125e-10	1.21075641110406e-08
MSTRG.1908.1	7587.51124833959	3.36299125325803	0.551993505247228	6.09244714165942	1.11197566846768e-09	1.3693410616996e-08
gene-J2S48_RS00960	70.5708677067015	-3.40836325209974	0.559571640572632	-6.09102214081441	1.12192031606553e-09	1.37672264136914e-08
gene-J2S48_RS12510	1000.85377856918	2.15090587686007	0.353290221011592	6.08821232215622	1.14178388382838e-09	1.39618134566383e-08
MSTRG.3502.1	3362.96627010971	2.25008518956832	0.369948201070765	6.08216280834925	1.18572073830874e-09	1.44483803251956e-08
gene-J2S48_RS10000	2803.23383774884	-3.77205086638795	0.621136630789249	-6.07281985864364	1.25683420654644e-09	1.52615582223496e-08
MSTRG.2703.1	2747.85027772148	1.55466499392744	0.256160746912545	6.06909923813663	1.28629648369183e-09	1.55650807141182e-08
gene-J2S48_RS19245	5361.68104075397	1.65379190558818	0.273539234080293	6.04590383953014	1.48574696187613e-09	1.79163604226239e-08
MSTRG.5.1	292.51197166555	-2.49424647746809	0.413147613479663	-6.03717992332265	1.5683082701149e-09	1.88467390391395e-08
gene-J2S48_RS01400	160.389524797001	-2.89706580539231	0.48149928665995	-6.01676032687107	1.77942236125914e-09	2.13102643607838e-08
gene-J2S48_RS18675	667.630097454324	-2.09579567273212	0.349847703986266	-5.99059433248245	2.09075560900846e-09	2.4953024991077e-08
gene-J2S48_RS00845	443.177439250015	-3.00348099427546	0.502516196829778	-5.97688395562871	2.27446093389006e-09	2.70528885822759e-08
gene-J2S48_RS02915	475.797373242582	1.81075941335337	0.303453897520622	5.96716479224103	2.41411562742172e-09	2.86163025903561e-08
gene-J2S48_RS13380	5723.95145779921	-2.41705961257021	0.405883165550683	-5.95506248526187	2.59972483299891e-09	3.07120035355973e-08
gene-J2S48_RS20015	2452.17106677597	2.04607541359506	0.344925608111643	5.93193246739976	2.99389772736151e-09	3.52490999319421e-08
gene-J2S48_RS06115	467.016600122233	2.57928500324959	0.43529330902338	5.92539547422966	3.11546701229617e-09	3.65569109018591e-08
gene-J2S48_RS09320	2236.67600049932	2.44700601515913	0.413154676146279	5.92273585763013	3.16629207040311e-09	3.69047754694142e-08
MSTRG.2156.1	175.069311548135	-2.78334282871549	0.469912684826026	-5.92310639527843	3.15916302657778e-09	3.69047754694142e-08
gene-J2S48_RS21500	2506.12960615753	-2.71335421651656	0.458378802813905	-5.91945831670174	3.23003688209455e-09	3.75222617803317e-08
MSTRG.175.1	1520.7689463592	1.70487068560111	0.288178852009795	5.91601595228494	3.29833235285707e-09	3.81883330555046e-08
gene-J2S48_RS15030	336.940994810181	2.16556711797561	0.366313667106341	5.91178356811607	3.38423031649267e-09	3.90531213674733e-08
gene-J2S48_RS14005	417.820562772304	-2.56221602636257	0.437332331987955	-5.85873908456679	4.66394792109431e-09	5.36430973762827e-08
rna-J2S48_RS21355	104.802811089108	4.45562797500711	0.763041376679237	5.83930060830783	5.24204113422155e-09	6.00937939235595e-08
MSTRG.1297.1	7830.47143778979	1.58851668448911	0.272130668110098	5.83733063061615	5.30437702879427e-09	6.04109606057125e-08
gene-J2S48_RS20355	398.109133607017	2.11269347962911	0.36191031086048	5.83761616132451	5.29529751107493e-09	6.04109606057125e-08
gene-J2S48_RS15695	1286.76420100191	-1.83355690783548	0.314233437658149	-5.83501527240452	5.37856402783596e-09	6.10563375798317e-08
gene-J2S48_RS01300	365.039113082185	1.79795865281828	0.308194340793819	5.83384707255578	5.41637679430954e-09	6.1087615301517e-08
gene-J2S48_RS23370	529.40199660114	-1.80594628852896	0.309548522191936	-5.83412989905724	5.40719849313973e-09	6.1087615301517e-08
MSTRG.1956.1	6182.83869709967	1.84046093044634	0.315747293743318	5.82890484547592	5.57923034616448e-09	6.27213476012362e-08
gene-J2S48_RS13040	555.998253879762	-2.02131339990766	0.348118538151608	-5.80639402497826	6.38326429324869e-09	7.1529505022417e-08
gene-J2S48_RS11860	1167.0593637076	1.95037109453512	0.336162195704362	5.80187516460171	6.55773780448193e-09	7.32490905404472e-08
gene-J2S48_RS18865	3377.27416015707	2.38525277814794	0.412338486658837	5.78469596053365	7.26435964295786e-09	8.08827263760643e-08
MSTRG.861.1	205.275685248272	2.24876321965468	0.38980238346632	5.76898273339823	7.9751474349086e-09	8.85139771040015e-08
gene-J2S48_RS22875	78.2193932343291	3.13665751184796	0.545197712515089	5.75324774819401	8.75450404762271e-09	9.6855386050683e-08
gene-J2S48_RS08895	121.527152250097	-3.25508154919605	0.566449150316831	-5.74646735258653	9.11272157594609e-09	1.00499476873962e-07
gene-J2S48_RS12425	352.150388024162	2.15759801825386	0.375541131167744	5.74530414696472	9.17559065320542e-09	1.0087360702341e-07
MSTRG.3445.1	114.392292553727	3.23549992496929	0.563672946277121	5.74003053781228	9.46594800564072e-09	1.03738455344836e-07
gene-J2S48_RS11140	263.796247637324	2.18328864202649	0.380412403248943	5.73926776146082	9.50867789542178e-09	1.03880070424906e-07
gene-J2S48_RS13405	3497.329559247	1.92634689573167	0.335960129034621	5.73385568480109	9.8172872027319e-09	1.06916393442252e-07
gene-J2S48_RS17495	126.173230687002	2.52455427648135	0.440902663005996	5.72587668051126	1.02900951683371e-08	1.11716453774625e-07
MSTRG.3531.1	23.9423071508597	5.88197803978202	1.02841446428339	5.71946257473212	1.06861507927886e-08	1.15656010909529e-07
gene-J2S48_RS17775	1689.05530335579	-2.1414279545298	0.374838392934228	-5.71293654784597	1.1104309188499e-08	1.19809651770647e-07
MSTRG.1631.1	163.188250997743	-3.16963432392771	0.554969514606549	-5.71136655348512	1.12072559618758e-08	1.20291378039027e-07
gene-J2S48_RS22680	439.618280454364	-1.91894832345034	0.335997180500856	-5.71120364935755	1.12179907783885e-08	1.20291378039027e-07
gene-J2S48_RS20140	429.772510461369	2.02130435798942	0.355060009772606	5.69285276391429	1.2493411785173e-08	1.33556871384442e-07
gene-J2S48_RS22820	863.644373310165	1.81158539609252	0.31908765606452	5.67739102927321	1.36764594994513e-08	1.45626141164915e-07
gene-J2S48_RS03890	1426.95827530051	-1.74701705332487	0.307734772056931	-5.67702194213423	1.37059897566978e-08	1.45626141164915e-07
MSTRG.3132.1	706.201696294811	-1.5870923650205	0.279657377624343	-5.67513140008201	1.38582238666893e-08	1.46796079560523e-07
gene-J2S48_RS26610	97.7196036717636	3.654898013741	0.644222236170382	5.67334967427974	1.40031984182224e-08	1.47882262083348e-07
gene-J2S48_RS14760	326.900363833185	2.7176549621586	0.480894793098641	5.65124638727612	1.5928857425521e-08	1.67710175613114e-07
gene-J2S48_RS14925	1502.78374370752	-1.54536681027678	0.273511565163933	-5.65009676775657	1.60357540866702e-08	1.68327117445921e-07
gene-J2S48_RS00590	1365.7212500338	1.59629495218725	0.282641631929861	5.64777008004036	1.62542358870974e-08	1.70108144343947e-07
gene-J2S48_RS12975	17008.4554695218	-1.76333735062221	0.312395571440848	-5.6445657743778	1.6559866427662e-08	1.72787827845515e-07
gene-J2S48_RS06495	9450.88120970722	-5.22174383757269	0.926895604448033	-5.6335835584011	1.76502937579469e-08	1.83615742526701e-07
gene-J2S48_RS25960	239.018114434379	-2.25964571987855	0.401888652573901	-5.62256661243512	1.88140982544714e-08	1.95140275050098e-07
rna-J2S48_RS13925	63.965293850121	4.22204560195703	0.75117597026729	5.62058128730436	1.90316018469867e-08	1.96810482008156e-07
gene-J2S48_RS05645	1597.9880482809	2.17392701437045	0.386860579474089	5.6194069122415	1.9161408433404e-08	1.97566592871044e-07
MSTRG.2482.1	3213.5787935527	3.11753358406714	0.554982383166357	5.61735593530121	1.93901724932453e-08	1.99335549082478e-07
gene-J2S48_RS13615	12779.7451364944	2.3134719836124	0.411939693853173	5.61604530501251	1.95377453355992e-08	1.99674611421006e-07
gene-J2S48_RS17265	2410.35482321783	-2.29280081254721	0.408241957476332	-5.61627919560458	1.95113302963946e-08	1.99674611421006e-07
gene-J2S48_RS11475	104.581843599369	3.04194173079	0.541783922905995	5.61467699977838	1.96929755623693e-08	2.00672572616541e-07
gene-J2S48_RS18770	283.135149256535	2.18161216784034	0.389519148812063	5.60078284852931	2.1338591295122e-08	2.16676040793941e-07
MSTRG.3180.1	8557.8611717339	1.48687876474647	0.265495887566463	5.60038341224496	2.13878215303058e-08	2.16676040793941e-07
gene-J2S48_RS14415	1324.92809041299	1.63679263242877	0.293016294564008	5.58601232352702	2.32342755575991e-08	2.34699855994878e-07
gene-J2S48_RS25090	1534.19493908928	-1.72207857377756	0.308920085906641	-5.57451150747765	2.48225398394983e-08	2.50018934510554e-07
gene-J2S48_RS02765	219.069776661347	-3.13796855632732	0.563374687907371	-5.56994949131129	2.54813193131474e-08	2.55914691084492e-07
gene-J2S48_RS21495	547.493307359643	-2.77091780922872	0.497734024564331	-5.5670652848258	2.59065353805976e-08	2.59437574141904e-07
MSTRG.144.1	106.194158197736	2.60696340470396	0.468942398972459	5.55924013357783	2.70951692589616e-08	2.70563509648943e-07
MSTRG.2718.1	873.061565641276	1.93883267503677	0.349117322871122	5.55352756228741	2.7996149751692e-08	2.78761662527562e-07
gene-J2S48_RS02470	1686.36162721898	-2.21164486519313	0.398580478395192	-5.54880378009955	2.87630769200555e-08	2.85582116998272e-07
gene-J2S48_RS19755	166.638289945016	3.00321696359687	0.541958164952935	5.54141843006956	3.00031329198972e-08	2.97048063141596e-07
MSTRG.2637.1	135.787018019407	3.10843442272262	0.561628740656141	5.53467833410928	3.1180004350009e-08	3.07825255410146e-07
gene-J2S48_RS13670	4153.67052708148	2.64011245504451	0.478144643515355	5.52157697644421	3.3597056754079e-08	3.3075068584171e-07
gene-J2S48_RS07390	185.78168188342	2.33989781471765	0.424478709665142	5.51240324058543	3.53966795779198e-08	3.47485713602959e-07
MSTRG.49.1	243.944033778896	-3.42648815441367	0.621665939937191	-5.51178363537153	3.55215423316938e-08	3.47731952320093e-07
gene-J2S48_RS18645	1109.89188824474	-1.76978382871141	0.321395983384311	-5.50655241573191	3.65929045679417e-08	3.56218638042673e-07
gene-J2S48_RS20530	269.312402445444	-2.49710659394376	0.453452283773364	-5.50687841544055	3.6525233516448e-08	3.56218638042673e-07
gene-J2S48_RS19925	1458.22911847279	1.80391318391762	0.328296095026586	5.49477502548893	3.91208811640751e-08	3.79766771188863e-07
gene-J2S48_RS02800	115.429197759218	-2.57333701439219	0.46846679622764	-5.49310438885778	3.94929191252102e-08	3.8231339764266e-07
gene-J2S48_RS23945	2736.98183724277	-1.39636644410449	0.254414332038822	-5.48855260202642	4.0524059605421e-08	3.91208719459536e-07
gene-J2S48_RS00925	1989.7683043284	-1.55346280206249	0.283150510389106	-5.48634999784289	4.10323535263035e-08	3.95021414472839e-07
gene-J2S48_RS18325	123.507007738287	-2.67478887780254	0.48770468354309	-5.48444369730195	4.14772555451443e-08	3.97528671957725e-07
gene-J2S48_RS18505	4516.79376322636	-2.55759353289356	0.46635182038435	-5.48425763790453	4.15209287209791e-08	3.97528671957725e-07
gene-J2S48_RS12720	766.288769849295	1.79471068448821	0.327548963670815	5.47921344148072	4.27220747173781e-08	4.07908028465925e-07
gene-J2S48_RS22815	102.270230329991	-2.77516869185719	0.507000071247289	-5.4737047374173	4.40723158339117e-08	4.18506868341096e-07
gene-J2S48_RS10255	1518.69613710289	-1.81540199000393	0.331638421989247	-5.47404000753205	4.39889685113765e-08	4.18506868341096e-07
gene-J2S48_RS25690	893.394042078155	1.75095355075106	0.320436749685345	5.46427197401802	4.64810434833349e-08	4.40180534074517e-07
MSTRG.1491.1	20.1913358577794	-5.71541449510998	1.05124934425106	-5.4367829348629	5.42511624743479e-08	5.12372090035508e-07
gene-J2S48_RS12545	1823.31876327916	-2.16007052914721	0.397704080351483	-5.43135118764228	5.59289445321304e-08	5.2679019376885e-07
gene-J2S48_RS02480	402.763333405904	3.0708675914608	0.568065417955665	5.40583442398612	6.45073677185597e-08	6.05951958218816e-07
rna-J2S48_RS15810	128.125186927124	3.24234668994946	0.600860804464834	5.39616940538716	6.80786726085454e-08	6.37780037744034e-07
gene-J2S48_RS01560	253.576148736521	2.25210138046236	0.417410619598188	5.39540987871919	6.83673016830173e-08	6.38766880335966e-07
gene-J2S48_RS14650	108.081364879683	-2.56592519354078	0.476045135100857	-5.39008804910306	7.04231710473994e-08	6.56215912032586e-07
gene-J2S48_RS17175	2220.90417273375	-2.02496379658371	0.376972576167921	-5.37164750064392	7.80205111256905e-08	7.25070616728084e-07
MSTRG.1920.1	177.257154962132	1.94199519887157	0.361992627322189	5.36473688217719	8.10673054371059e-08	7.51381807043388e-07
gene-J2S48_RS09625	1739.03409252298	2.13495609354118	0.398145229001591	5.36225461973989	8.21895754330108e-08	7.59763051416559e-07
MSTRG.6.1	286.415657549995	-2.43998536744916	0.456116370026652	-5.34947993054182	8.82073415935482e-08	8.13234353051629e-07
MSTRG.413.1	94.5318231152964	2.77096444952046	0.518413419653951	5.34508626603478	9.03740014645364e-08	8.31011596580236e-07
gene-J2S48_RS07370	146.981241177684	2.74671183612204	0.514335048091983	5.34031629054145	9.27845588734674e-08	8.50932072826404e-07
gene-J2S48_RS09730	187.977262636982	2.50202021817601	0.468731034277652	5.33785910299667	9.4050498747329e-08	8.60278184079899e-07
gene-J2S48_RS12420	347.512133246913	-2.1112618000953	0.396503127164528	-5.32470403245832	1.0111754516532e-07	9.22499070421837e-07
gene-J2S48_RS24075	2360.5153401751	2.47734822866933	0.465668378446426	5.3199837982006	1.03776493355739e-07	9.44284802466712e-07
gene-J2S48_RS18640	579.961350127392	-1.76480829284329	0.331866640482071	-5.31782372063586	1.05015735527136e-07	9.53072495604345e-07
gene-J2S48_RS00385	493.471912507314	-2.28545122319012	0.430153542829999	-5.31310566025805	1.07772505856566e-07	9.75551124441899e-07
gene-J2S48_RS25710	616.005915932001	-2.75014757779922	0.517765005115492	-5.31157484694389	1.08681916576486e-07	9.81234402251433e-07
gene-J2S48_RS12750	2338.9213317412	1.49991280693761	0.282864150442968	5.30259067679213	1.14170723969761e-07	1.02812654530909e-06
gene-J2S48_RS06265	18.9105824945394	5.5489403323657	1.04786065199972	5.29549451234397	1.18694758686141e-07	1.06611142788969e-06
gene-J2S48_RS13240	517.963658495894	2.78434809231514	0.525942907440855	5.29401205515496	1.19661539463473e-07	1.07203204377945e-06
MSTRG.2274.1	7411.01660075741	-1.63476513988771	0.308831490849837	-5.29338875186981	1.20070296475178e-07	1.07293585439999e-06
gene-J2S48_RS11150	887.408476448889	1.49265410090985	0.28205486013598	5.2920701319957	1.20939493311225e-07	1.07793896212179e-06
MSTRG.103.1	314.072333772498	1.78654004780536	0.337697102398506	5.29036238426801	1.22074244176391e-07	1.0852774003947e-06
gene-J2S48_RS00785	1106.42044094608	-1.54781920941419	0.292650391403097	-5.28897023507554	1.23006904032137e-07	1.09078641361832e-06
gene-J2S48_RS04790	1143.49074225814	1.46826510830656	0.278076109811611	5.28008360481334	1.29124953614863e-07	1.14213315570507e-06
gene-J2S48_RS25265	556.351012330184	-2.59761484136132	0.492759203850566	-5.27157041626578	1.35261373364606e-07	1.19338199031811e-06
gene-J2S48_RS05150	407.184994519366	-1.92096435781619	0.365439645598035	-5.25658444822692	1.46755404001985e-07	1.29152167410838e-06
gene-J2S48_RS09365	653.955033928678	1.47228558037608	0.280954612561005	5.24029688267314	1.60318463320331e-07	1.40732958355505e-06
gene-J2S48_RS08325	3007.49776685907	1.89870625021841	0.362360636362017	5.23982480349082	1.60729115821967e-07	1.40738936844109e-06
gene-J2S48_RS19450	906.659293188535	1.92127924118351	0.367396738197804	5.22944011590301	1.70024163157566e-07	1.48504814186496e-06
gene-J2S48_RS21365	331.938093371984	2.08077194784012	0.398804610961972	5.21752229198405	1.81332405822364e-07	1.57985858572734e-06
gene-J2S48_RS07920	520.149917935294	-1.95263187030095	0.375330378669281	-5.20243492472932	1.96694243955962e-07	1.70942503787164e-06
gene-J2S48_RS11110	317.542039460832	2.1598787635311	0.415236351851622	5.20156473271132	1.97617616537062e-07	1.71317759609866e-06
gene-J2S48_RS01250	669.813230364848	1.54457826697958	0.297220900114144	5.19673504247648	2.02819116614305e-07	1.75390724913363e-06
rna-J2S48_RS15090	192.61484095076	2.6003375164326	0.500625215197887	5.19418007222176	2.05624042851407e-07	1.77376185479493e-06
gene-J2S48_RS21730	148.337826421943	2.60998887391705	0.50257391474011	5.19324381422923	2.06661252494608e-07	1.77830732084866e-06
gene-J2S48_RS20910	699.756463490956	-1.57508356175523	0.303366606715341	-5.19201364583013	2.080317520993e-07	1.78569127109867e-06
gene-J2S48_RS25965	167.603814341492	-2.7723237729279	0.534593969871596	-5.18584931587197	2.15032624298188e-07	1.84124986653363e-06
gene-J2S48_RS08125	728.44826046969	-1.95319760749048	0.37697915258687	-5.18118202051077	2.20484202232601e-07	1.8833025607368e-06
gene-J2S48_RS18690	7125.40517940091	-1.33778536908826	0.258639933380115	-5.17238522143508	2.31124473438308e-07	1.96936134457825e-06
MSTRG.752.1	702.42925873318	3.21828654129855	0.62245677001286	5.17029727418992	2.33721897308578e-07	1.98663612712291e-06
gene-J2S48_RS16785	1967.03289048047	-1.43548042268409	0.277910045973859	-5.16526999826093	2.40092096200592e-07	2.03581740938945e-06
gene-J2S48_RS14170	909.510351247691	-1.76370896625731	0.342494216508311	-5.1496021866825	2.61039524636915e-07	2.20806491106711e-06
MSTRG.1106.1	3253.80688140491	1.60972666694168	0.313042833852438	5.14219299362871	2.71549953781188e-07	2.29140820563545e-06
gene-J2S48_RS06690	124.808038679185	2.37131645638689	0.461257233598591	5.14098486409978	2.73302072435373e-07	2.29864370991105e-06
